id,formula,tc,origin,severity,n_flags,reasons
Pr0.65Sr0.35Fe1As0.95P0.05O1-MP-mp-1203060.cif,Pr0.65Sr0.35Fe1As0.95P0.05O1,15.4,new,2,1,G:anion-ratio--1.67(Sr2Fe(PO4)3)
Ag0.16D0.47Pd0.84-MP-mp-1184548.cif,Ag0.16D0.47Pd0.84,15.3,new,2,1,G:anion-ratio--0.53(HPd)
Na0.23Ti1N1Br1-MP-mp-27849.cif,Na0.23Ti1N1Br1,15.2,new,2,1,G:anion-ratio--0.37(TiBrN)
K0.22Zr1N1Cl1-MP-mp-27585.cif,K0.22Zr1N1Cl1,15.2,new,2,1,G:anion-ratio--0.36(K2Zr7Cl18)
Ca1.89Cl2Cu1Na0.11O2-MP-mp-23143-synth_doped.cif,Ca1.89Cl2Cu1Na0.11O2,15.14,V45,2,1,C:Cu-ox-0.11
Ca1.9Cl2Cu1O2-MP-mp-23143-synth_doped.cif,Ca1.9Cl2Cu1O2,15.0,V45,2,1,C:Cu-ox-0.20
Fe2As2Ca5Al1.5Ti1.5O9-MP-mp-1227734.cif,Fe2As2Ca5Al1.5Ti1.5O9,15.0,new,2,1,G:anion-ratio--0.58(Ca3Ti(FeO4)2)
B3Mo6S8Sn1-MP-mp-5336.cif,B3Mo6S8Sn1,15.0,new,2,1,G:anion-ratio--0.34(Sn(Mo3S4)2)
Ca1.875Na0.125Cu1Br1Cl1O2-MP-mp-545481.cif,Ca1.875Na0.125Cu1Br1Cl1O2,15.0,new,2,1,C:Cu-ox-0.12
Li0.65Zr1N1Cl1-MP-mp-1222362.cif,Li0.65Zr1N1Cl1,15.0,new,2,1,G:anion-ratio--0.39(LiZr4(NCl)4)
Na0.59Zr1N1Cl1-MP-mp-531184.cif,Na0.59Zr1N1Cl1,15.0,new,2,1,G:anion-ratio--1.41(Zr6NCl15)
Li0.55Zr1N1Cl1-MP-mp-1222362.cif,Li0.55Zr1N1Cl1,15.0,new,2,1,G:anion-ratio--0.31(LiZr4(NCl)4)
Na0.5Zr1N1Cl1-MP-mp-531184.cif,Na0.5Zr1N1Cl1,15.0,new,2,1,G:anion-ratio--1.33(Zr6NCl15)
Mg0.16Zr1N1Cl1-MP-mp-542791.cif,Mg0.16Zr1N1Cl1,15.0,new,2,1,G:anion-ratio--0.28(ZrNCl)
Y1Sr0.5Ba1.5Cu2.5B0.5O7-MP-icsd-63321.cif,Y1Sr0.5Ba1.5Cu2.5B0.5O7,15.0,new,2,1,C:Cu-ox-4.00
Dy1Ba1Sr1Cu3O6.6-MP-mp-1099602.cif,Dy1Ba1Sr1Cu3O6.6,14.85,new,2,1,G:anion-ratio--0.40(Ba3Sr(CuO3)4)
Na3.5N0.5C60-MP-mp-541989.cif,Na3.5N0.5C60,14.7,new,2,1,G:anion-ratio--0.66(Na2CN2)
Na3N1C60-MP-mp-541989.cif,Na3N1C60,14.7,new,2,1,G:anion-ratio--0.65(Na2CN2)
Pb1Mo5.1S4-MP-mp-555066.cif,Pb1Mo5.1S4,14.51,new,2,1,G:anion-ratio--0.49(Mo6PbS8)
Ba0.103Cu1La1.897O4-MP-mp-1077929-synth_doped.cif,Ba0.103Cu1La1.897O4,14.5,V45,2,1,D:duplicate-Tc-14.5..33.1K(n=3)
Na0.66Zr1N1Cl1-MP-mp-531184.cif,Na0.66Zr1N1Cl1,14.5,new,2,1,G:anion-ratio--1.46(Zr6NCl15)
Cu0.09Li1Ti1.91O4-MP-mp-5670-synth_doped.cif,Cu0.09Li1Ti1.91O4,14.4,V45,2,1,C:Cu-ox-77.78
Li1Zr1N1Cl0.75Br0.25-MP-mp-1222362.cif,Li1Zr1N1Cl0.75Br0.25,14.4,new,2,1,G:anion-ratio--0.60(LiZr4(NCl)4)
Li1Zr1N1Cl1-MP-mp-1222362.cif,Li1Zr1N1Cl1,14.4,new,2,1,G:anion-ratio--0.60(LiZr4(NCl)4)
Li1Zr1N1Cl0.525Br0.475-MP-mp-1222362.cif,Li1Zr1N1Cl0.525Br0.475,14.3,new,2,1,G:anion-ratio--0.60(LiZr4(NCl)4)
Na0.75Zr1N1Cl1-MP-mp-531184.cif,Na0.75Zr1N1Cl1,14.3,new,2,1,G:anion-ratio--1.52(Zr6NCl15)
Al0.5Mo5S6Sn1-MP-mp-554868.cif,Al0.5Mo5S6Sn1,14.2,new,2,1,G:anion-ratio--0.68(Al(MoS2)4)
Bi2Sr1.3Nd0.7Cu1O6.417-MP-mp-1218715.cif,Bi2Sr1.3Nd0.7Cu1O6.417,14.2,new,2,1,C:Cu-ox-8.13
Li1Zr1N1I1-MP-mp-23052.cif,Li1Zr1N1I1,14.2,new,2,1,G:anion-ratio--1.00(ZrIN)
Li1Zr1N1Cl0.255Br0.745-MP-mp-1222362.cif,Li1Zr1N1Cl0.255Br0.745,14.1,new,2,1,G:anion-ratio--0.60(LiZr4(NCl)4)
Li1Zr1N1Br1-MP-mp-541912.cif,Li1Zr1N1Br1,14.1,new,2,1,G:anion-ratio--1.00(ZrBrN)
Bi2Cu1Sr2O6.14-MP-mp-555827-synth_doped.cif,Bi2Cu1Sr2O6.14,14.0,V45,2,1,C:Cu-ox-8.28
Al1Sr2Ca1.4Y0.6Cu3O9.1-MP-mp-643741.cif,Al1Sr2Ca1.4Y0.6Cu3O9.1,14.0,new,2,1,C:Cu-ox-3.80
Nd1Ba2Cu3O6.6-MP-mp-1173386.cif,Nd1Ba2Cu3O6.6,14.0,new,2,1,G:anion-ratio--0.40(NdCuO3)
Bi2Sr2Nd1.64Ce0.36Cu2O10.23-MP-mp-1520951.cif,Bi2Sr2Nd1.64Ce0.36Cu2O10.23,14.0,new,2,1,C:Cu-ox-5.05
Tl1Ba0.6Ca0.4La1Cu1O5-MP-icsd-202628.cif,Tl1Ba0.6Ca0.4La1Cu1O5,14.0,new,2,1,C:Cu-ox-5.00
Ce0.064Cu1La1.936O4-MP-mp-1077929-synth_doped.cif,Ce0.064Cu1La1.936O4,13.8,V45,2,1,D:duplicate-Tc-0.0..13.8K(n=2)
Ba0.249Cu1La1.751O4-MP-mp-1077929-synth_doped.cif,Ba0.249Cu1La1.751O4,13.7,V45,2,1,D:duplicate-Tc-0.0..13.7K(n=2)
Li0.95Zr1N1Cl1-MP-mp-1222362.cif,Li0.95Zr1N1Cl1,13.4,new,2,1,G:anion-ratio--0.57(LiZr4(NCl)4)
Ga0.5Mo5S6Sn1-MP-mp-14280.cif,Ga0.5Mo5S6Sn1,13.3,new,2,1,G:anion-ratio--0.33(Ga2Sn2S5)
C1Cu1K0.25Sr1.75O5-MP-mp-1147662-synth_doped.cif,C1Cu1K0.25Sr1.75O5,13.0,V45,2,1,C:Cu-ox-6.25
Cu1La1.763Sr0.237O4-MP-mp-1077929-synth_doped.cif,Cu1La1.763Sr0.237O4,13.0,V45,2,1,D:duplicate-Tc-13.0..19.5K(n=2)
Ba1.6Sr0.4Yb0.8Ca0.2Cu3O6.04-MP-mp-1099602.cif,Ba1.6Sr0.4Yb0.8Ca0.2Cu3O6.04,13.0,new,2,1,G:anion-ratio--0.49(Ba3Sr(CuO3)4)
Dy1Ba2Cu2.8Zn0.2O6.95-MP-mp-622105.cif,Dy1Ba2Cu2.8Zn0.2O6.95,13.0,new,2,1,C:Cu-ox-3.39
K0.08Zr1N1Cl1-MP-mp-1211782.cif,K0.08Zr1N1Cl1,13.0,new,2,1,G:anion-ratio--0.43(KZr6NCl15)
Y1Sr2Cu2.7Co0.3O6.5-MP-mp-985569.cif,Y1Sr2Cu2.7Co0.3O6.5,13.0,new,2,1,C:Cu-ox-3.33
Tl1Ba0.2Ca0.8La1Cu1O5-MP-icsd-202628.cif,Tl1Ba0.2Ca0.8La1Cu1O5,13.0,new,2,1,C:Cu-ox-5.00
Cu2Gd1Rh0.2Ru0.8Sr2O8-MP-mp-1194240-synth_doped.cif,Cu2Gd1Rh0.2Ru0.8Sr2O8,12.9,V45,2,1,C:Cu-ox-4.50
Nb1N1.08O0.27-MP-mp-7596.cif,Nb1N1.08O0.27,12.8,new,2,1,G:anion-ratio--0.65(NbNO)
Zr0.12N1Cl1-MP-mp-542791.cif,Zr0.12N1Cl1,12.7,new,2,1,G:anion-ratio-+14.67(ZrNCl)
Pb1Mo6S7.9Se0.1-MP-mp-1221485.cif,Pb1Mo6S7.9Se0.1,12.7,new,2,1,G:anion-ratio--0.86(Mo2SeS3)
B0.05C0.95Cu1Sr2O5-MP-mp-1198030-synth_doped.cif,B0.05C0.95Cu1Sr2O5,12.5,V45,2,1,C:Cu-ox-6.00
Fe2As2Ca4Al1.34Ti0.66O6-MP-mp-1200872.cif,Fe2As2Ca4Al1.34Ti0.66O6,12.5,new,2,1,G:anion-ratio--0.90(CaTi2FeO6)
Bi2Sr1.6Eu0.4Cu1O6.301-MP-mp-1517598.cif,Bi2Sr1.6Eu0.4Cu1O6.301,12.5,new,2,1,C:Cu-ox-8.20
La1.84Sr0.16Cu0.985Ni0.015O4-MP-mp-1077929.cif,La1.84Sr0.16Cu0.985Ni0.015O4,12.5,new,2,2,A:trace-dopant(Ni 0.0021); E:literature-IQR-12.5K(n=2)
Mo5Pb1S7-MP-mp-1025039.cif,Mo5Pb1S7,12.5,new,2,1,G:anion-ratio--0.83(PbS2)
Ba0.099Cu1La1.901O4-MP-mp-1077929-synth_doped.cif,Ba0.099Cu1La1.901O4,12.3,V45,2,1,D:duplicate-Tc-12.3..29.0K(n=3)
La1Fe0.973Zn0.027As1F0.28O0.68-MP-mp-549589.cif,La1Fe0.973Zn0.027As1F0.28O0.68,12.2,new,2,1,G:parent-lacks-Fe(LaZnAsO)
Li1Ti1O4-MP-mp-5670.cif,Li1Ti1O4,12.15,new,2,1,G:anion-ratio-+0.67(LiTi2O4)
C0.148N0.638Ta1-MP-mp-1246375.cif,C0.148N0.638Ta1,12.01,new,2,1,G:anion-ratio--0.64(Ta2(CN2)3)
Cu1La1.931Sr0.069O4-MP-mp-1077929-synth_doped.cif,Cu1La1.931Sr0.069O4,12.0,V45,2,1,D:duplicate-Tc-12.0..17.2K(n=2)
Bi2Sr1.9La0.1Cu1O6.2-MP-mp-1218715.cif,Bi2Sr1.9La0.1Cu1O6.2,12.0,new,2,1,C:Cu-ox-8.30
Sr0.7Ba1.3Y1Cu2.8Al0.2O7.03-MP-icsd-63321.cif,Sr0.7Ba1.3Y1Cu2.8Al0.2O7.03,12.0,new,2,1,C:Cu-ox-3.59
Cu0.05Ru0.95Sr2Y1O6-MP-mp-14430-synth_doped.cif,Cu0.05Ru0.95Sr2Y1O6,11.9,V45,2,1,C:Cu-ox-160.00
Nb1N1.25O0.25-MP-mp-7596.cif,Nb1N1.25O0.25,11.9,new,2,1,G:anion-ratio--0.50(NbNO)
C0.017N0.632Ta1-MP-mp-1246375.cif,C0.017N0.632Ta1,11.84,new,2,1,G:anion-ratio--0.58(Ta2(CN2)3)
Li0.6Zr1N1Cl1-MP-mp-1222362.cif,Li0.6Zr1N1Cl1,11.7,new,2,1,G:anion-ratio--0.35(LiZr4(NCl)4)
Pb1Mo6S6O2-MP-mp-1204592.cif,Pb1Mo6S6O2,11.7,new,2,1,G:anion-ratio--11.86(PbS3O10)
Cu2Gd1Nb0.1Ru0.9Sr2O8-MP-mp-1194240-synth_doped.cif,Cu2Gd1Nb0.1Ru0.9Sr2O8,11.65,V45,2,1,C:Cu-ox-4.50
K0.26Zr1N1Cl1-MP-mp-27585.cif,K0.26Zr1N1Cl1,11.5,new,2,1,G:anion-ratio--0.41(K2Zr7Cl18)
Y1Ba2Cu2.6Co0.4O7.03-MP-mp-1227472.cif,Y1Ba2Cu2.6Co0.4O7.03,11.3,new,2,1,C:Cu-ox-3.87
Nb1N1.34O0.27-MP-mp-7596.cif,Nb1N1.34O0.27,11.3,new,2,1,G:anion-ratio--0.39(NbNO)
Br2Ca1.8Cu1Na0.2O2-MP-mp-545481-synth_doped.cif,Br2Ca1.8Cu1Na0.2O2,11.0,V45,2,1,C:Cu-ox-0.20
Fe2As2Ba4Sc3O7.5-MP-mp-1192651.cif,Fe2As2Ba4Sc3O7.5,11.0,new,2,1,G:anion-ratio--0.82(BaFeO3)
Rb0.6Bi1.4O3-MP-mp-29521.cif,Rb0.6Bi1.4O3,11.0,new,2,1,G:anion-ratio-+0.50(RbBiO2)
Na1.38Zr1N1Cl1-MP-mp-531184.cif,Na1.38Zr1N1Cl1,11.0,new,2,1,G:anion-ratio--1.83(Zr6NCl15)
Li1.3Zr1N1Cl1-MP-mp-1222362.cif,Li1.3Zr1N1Cl1,11.0,new,2,1,G:anion-ratio--0.73(LiZr4(NCl)4)
Li0.8Fe1.2Se0.23S0.77H1O1-MP-mp-943462.cif,Li0.8Fe1.2Se0.23S0.77H1O1,11.0,new,2,1,G:anion-ratio--2.00(LiFeHSO5)
Mo6.35Pb0.9S8Sn0.12-MP-mp-1188095.cif,Mo6.35Pb0.9S8Sn0.12,11.0,new,2,1,G:anion-ratio--0.41(SnPbS3)
C0.571N0.271Ta1-MP-mp-1246375.cif,C0.571N0.271Ta1,10.92,new,2,1,G:anion-ratio--1.03(Ta2(CN2)3)
C0.198N0.747Ta1-MP-mp-1246375.cif,C0.198N0.747Ta1,10.74,new,2,1,G:anion-ratio--0.58(Ta2(CN2)3)
Br2Ca1.825Cu1Na0.175O2-MP-mp-545481-synth_doped.cif,Br2Ca1.825Cu1Na0.175O2,10.5,V45,2,1,C:Cu-ox-0.18
Fe1Se0.82Cl0.18-MP-mp-28189.cif,Fe1Se0.82Cl0.18,10.5,new,2,1,G:anion-ratio--7.00(FeSeCl7)
Ir0.4Nb0.55O0.05-MP-mp-1097041.cif,Ir0.4Nb0.55O0.05,10.5,new,2,1,G:anion-ratio--2.95(IrO3)
Sr1Fe1.5Ru0.5As2-MP-mp-4404.cif,Sr1Fe1.5Ru0.5As2,10.25,new,2,1,G:parent-lacks-Fe(Sr(AsRu)2)
Fe1Se0.8S0.2-MP-mp-1225204.cif,Fe1Se0.8S0.2,10.015,new,2,1,G:anion-ratio--1.00(Fe3(Se2S)2)
Bi2Cu1Sr2O6.09-MP-mp-555827-synth_doped.cif,Bi2Cu1Sr2O6.09,10.0,V45,2,1,C:Cu-ox-8.18
Br2Ca1.85Cu1Na0.15O2-MP-mp-545481-synth_doped.cif,Br2Ca1.85Cu1Na0.15O2,10.0,V45,2,1,C:Cu-ox-0.15
Dy1Ba2Cu2.7Fe0.3O6.96-MP-mp-622105.cif,Dy1Ba2Cu2.7Fe0.3O6.96,10.0,new,2,1,C:Cu-ox-3.67
Tl2Ba2Cu1O5.989-MP-mp-6027.cif,Tl2Ba2Cu1O5.989,10.0,new,2,1,C:Cu-ox-7.98
Li1.4Zr1N1Cl1-MP-mp-1222362.cif,Li1.4Zr1N1Cl1,10.0,new,2,1,G:anion-ratio--0.77(LiZr4(NCl)4)
Ir0.58Rh0.36Se2-MP-mp-1407.cif,Ir0.58Rh0.36Se2,9.6,new,2,1,G:anion-ratio--0.54(Rh3Se8)
Ba0.119Cu1La1.881O4-MP-mp-1077929-synth_doped.cif,Ba0.119Cu1La1.881O4,9.3,V45,2,1,D:duplicate-Tc-9.0..21.8K(n=3)
Ir0.44Rh0.5Se2-MP-mp-1407.cif,Ir0.44Rh0.5Se2,9.24,new,2,1,G:anion-ratio--0.54(Rh3Se8)
D0.018Nb0.982-MP-mp-1206371.cif,D0.018Nb0.982,9.23,new,2,1,G:anion-ratio--0.98(NbH)
Bi1.5Pb0.5Sr1.8La0.2Cu1O5.983-MP-mp-686833.cif,Bi1.5Pb0.5Sr1.8La0.2Cu1O5.983,9.2,new,2,1,C:Cu-ox-7.77
Ir0.455Nb0.455O0.09-MP-mp-1097041.cif,Ir0.455Nb0.455O0.09,9.2,new,2,1,G:anion-ratio--2.90(IrO3)
D0.11Nb1D0.13Nb1-MP-mp-1206371.cif,D0.11Nb1D0.13Nb1,9.12,new,2,1,G:anion-ratio--0.88(NbH)
D0.13Nb1-MP-mp-1206371.cif,D0.13Nb1,9.12,new,2,1,G:anion-ratio--0.87(NbH)
Ca1Fe0.93Co0.07F1-MP-mp-1398496.cif,Ca1Fe0.93Co0.07F1,9.1,new,2,1,G:anion-ratio--2.50(CaCoF6)
Ir0.37Rh0.57Se2-MP-mp-1407.cif,Ir0.37Rh0.57Se2,9.09,new,2,1,G:anion-ratio--0.54(Rh3Se8)
Ba0.118Cu1La1.882O4-MP-mp-1077929-synth_doped.cif,Ba0.118Cu1La1.882O4,9.0,V45,2,1,D:duplicate-Tc-9.0..21.8K(n=3)
Bi2Sr2Ca0.4Y0.6Cu2O8-MP-mp-1218930.cif,Bi2Sr2Ca0.4Y0.6Cu2O8,9.0,new,2,1,C:Cu-ox-5.60
Cu2Mo6S6O2-MP-mp-20525.cif,Cu2Mo6S6O2,9.0,new,2,1,G:anion-ratio--4.00(CuSO4)
La1.85Sr0.15Cu0.9825Co0.0175O4-MP-mp-1077929.cif,La1.85Sr0.15Cu0.9825Co0.0175O4,8.9,new,2,2,A:trace-dopant(Co 0.0025); E:literature-IQR-5.1K(n=3)
K1.1Bi1O3-MP-mp-29524.cif,K1.1Bi1O3,8.8,new,2,1,G:anion-ratio-+0.68(K3BiO3)
Ir0.64Rh0.3Se2-MP-mp-1407.cif,Ir0.64Rh0.3Se2,8.77,new,2,1,G:anion-ratio--0.54(Rh3Se8)
V75Si12.5Ga12.5-MP-mp-1216440.cif,V75Si12.5Ga12.5,8.6,new,2,2,"A:huge-coefficient(max 75, 100 atoms); E:literature-IQR-5.0K(n=3)"
Hf1V2H0.4-MP-mp-976724.cif,Hf1V2H0.4,8.42,new,2,1,G:anion-ratio--1.20(Hf(VH2)2)
Ir0.3Rh0.64Se2-MP-mp-1407.cif,Ir0.3Rh0.64Se2,8.39,new,2,1,G:anion-ratio--0.54(Rh3Se8)
Al0.01Nb0.97O0.02-MP-mp-27927.cif,Al0.01Nb0.97O0.02,8.3,new,2,1,G:anion-ratio--1.98(NbAlO4)
Hf1V2D0.25-MP-mp-976724.cif,Hf1V2D0.25,8.24,new,2,1,G:anion-ratio--1.25(Hf(VH2)2)
La1Fe0.918Zn0.082As1F0.28O0.68-MP-mp-549589.cif,La1Fe0.918Zn0.082As1F0.28O0.68,8.2,new,2,1,G:parent-lacks-Fe(LaZnAsO)
Ga1V3H0.37-MP-mp-24728.cif,Ga1V3H0.37,8.1,new,2,1,G:anion-ratio--1.91(VH2)
Ir0.76Rh0.18Se2-MP-mp-9888.cif,Ir0.76Rh0.18Se2,8.09,new,2,1,G:anion-ratio--0.54(Ir3Se8)
Cu3.2Mo6S8-MP-mp-675745.cif,Cu3.2Mo6S8,8.05,new,2,1,G:anion-ratio--0.27(Cu(Mo3S4)2)
Bi2Cu1Sr2O6.36-MP-mp-555827-synth_doped.cif,Bi2Cu1Sr2O6.36,8.0,V45,2,1,C:Cu-ox-8.72
Fe0.5Ba2Sm1Cu2.5O7.54-MP-mp-704632.cif,Fe0.5Ba2Sm1Cu2.5O7.54,8.0,new,2,1,G:parent-lacks-Cu(Ba2Sm2Fe4O11)
Bi2Sr1.3Sm0.7Cu1O6.405-MP-mp-1218715.cif,Bi2Sr1.3Sm0.7Cu1O6.405,8.0,new,2,1,C:Cu-ox-8.11
Y0.92Ca0.08Sr2Cu2.5Fe0.5O6.92-MP-mp-1218669.cif,Y0.92Ca0.08Sr2Cu2.5Fe0.5O6.92,8.0,new,2,1,C:Cu-ox-3.87
Cu0.75Cr0.25Sr2Y1.3Ce0.7Cu2O8.87-MP-mp-1218600.cif,Cu0.75Cr0.25Sr2Y1.3Ce0.7Cu2O8.87,8.0,new,2,1,C:Cu-ox-3.98
Ir0.82Rh0.12Se2-MP-mp-9888.cif,Ir0.82Rh0.12Se2,7.96,new,2,1,G:anion-ratio--0.54(Ir3Se8)
H0.05Nb0.95-MP-mp-1206371.cif,H0.05Nb0.95,7.83,new,2,1,G:anion-ratio--0.95(NbH)
Ir0.85Rh0.09Se2-MP-mp-685099.cif,Ir0.85Rh0.09Se2,7.61,new,2,1,G:anion-ratio--0.87(IrSe3)
Cs1Sr1Bi0.25Pb0.75O3-MP-mp-20944.cif,Cs1Sr1Bi0.25Pb0.75O3,7.5,new,2,1,G:anion-ratio--0.33(Sr2PbO4)
La1.84Sr0.16Cu0.975Ni0.025O4-MP-mp-1077929.cif,La1.84Sr0.16Cu0.975Ni0.025O4,7.5,new,2,2,A:trace-dopant(Ni 0.0036); E:literature-IQR-7.5K(n=2)
Ir0.19Rh0.75Se2-MP-mp-1407.cif,Ir0.19Rh0.75Se2,7.49,new,2,1,G:anion-ratio--0.54(Rh3Se8)
Bi2Cu1Sr2O6-MP-mp-555827.cif,Bi2Cu1Sr2O6,7.38,V45,2,1,C:Cu-ox-8.00
H0.1Nb0.9-MP-mp-1206371.cif,H0.1Nb0.9,7.38,new,2,1,G:anion-ratio--0.89(NbH)
Fe1Te0.8S0.2-MP-mp-1522.cif,Fe1Te0.8S0.2,7.36625,new,2,1,G:anion-ratio--1.00(FeS2)
H00.33Nb0.67-MP-mp-1206371.cif,H00.33Nb0.67,7.28,new,2,1,G:anion-ratio--0.51(NbH)
Mo3O5-MP-mp-510536.cif,Mo3O5,7.2,new,2,1,G:anion-ratio--0.33(MoO2)
Al0.04Nb0.895O0.06-MP-mp-27927.cif,Al0.04Nb0.895O0.06,7.1,new,2,1,G:anion-ratio--1.94(NbAlO4)
Mo6Se5Br3-MP-mp-1634.cif,Mo6Se5Br3,7.1,new,2,1,G:anion-ratio--0.67(MoSe2)
Bi2Cu1Sr2O6.175-MP-mp-555827-synth_doped.cif,Bi2Cu1Sr2O6.175,7.0,V45,2,1,C:Cu-ox-8.35
Nb0.6Al0.08N0.79O0.21-MP-mp-27927.cif,Nb0.6Al0.08N0.79O0.21,7.0,new,2,1,G:anion-ratio--0.53(NbAlO4)
Ba0.4K0.6O3-MP-mp-973447.cif,Ba0.4K0.6O3,7.0,new,2,1,G:anion-ratio-+1.50(KBaO3)
Nb2Se2-MP-mp-561.cif,Nb2Se2,6.9,new,2,1,G:anion-ratio--0.33(Nb3Se4)
Ga0.25Fe0.75Se0.85-MP-mp-1078053.cif,Ga0.25Fe0.75Se0.85,6.8,new,2,1,G:anion-ratio--0.48(Ga2FeSe4)
Au0.125Sb0.75Te0.125-MP-mp-1201.cif,Au0.125Sb0.75Te0.125,6.7,new,2,1,G:anion-ratio--1.36(Sb2Te3)
Mo6Se6Br2-MP-mp-1634.cif,Mo6Se6Br2,6.7,new,2,1,G:anion-ratio--0.67(MoSe2)
Mo6Se7.5Te0.5-MP-mp-1217371.cif,Mo6Se7.5Te0.5,6.69,new,2,1,G:anion-ratio--0.67(Te3Mo2Se)
Mo6Se7.7Te0.3-MP-mp-1217371.cif,Mo6Se7.7Te0.3,6.66,new,2,1,G:anion-ratio--0.67(Te3Mo2Se)
Hf1V2D0.5-MP-mp-976724.cif,Hf1V2D0.5,6.63,new,2,1,G:anion-ratio--1.17(Hf(VH2)2)
Au0.2Sb0.6Te0.2-MP-mp-1201.cif,Au0.2Sb0.6Te0.2,6.6,new,2,1,G:anion-ratio--1.25(Sb2Te3)
Cs0.3Mo1S2-MP-mp-561682.cif,Cs0.3Mo1S2,6.55,new,2,1,G:anion-ratio-+0.79(Cs(MoS)3)
Mo6Se7Cl1-MP-mp-568726.cif,Mo6Se7Cl1,6.52,new,2,1,G:anion-ratio--12.67(Mo(SeCl6)2)
Mo6Se6.5Cl1.5-MP-mp-568726.cif,Mo6Se6.5Cl1.5,6.49,new,2,1,G:anion-ratio--12.67(Mo(SeCl6)2)
Ir0.91Se2-MP-mp-9888.cif,Ir0.91Se2,6.45,new,2,1,G:anion-ratio--0.47(Ir3Se8)
Mo6Se6Cl2-MP-mp-568726.cif,Mo6Se6Cl2,6.39,new,2,1,G:anion-ratio--12.67(Mo(SeCl6)2)
Mo6Se7.5Cl0.5-MP-mp-568726.cif,Mo6Se7.5Cl0.5,6.33,new,2,1,G:anion-ratio--12.67(Mo(SeCl6)2)
Rb1Os1O6-MP-mp-5050.cif,Rb1Os1O6,6.3,new,2,1,G:anion-ratio-+1.00(Rb(OsO3)2)
Zr1P1.25Se0.75-MP-mp-2076.cif,Zr1P1.25Se0.75,6.3,new,2,1,G:anion-ratio--1.67(ZrSe2)
Mo1Rb0.3S2-MP-mp-8117.cif,Mo1Rb0.3S2,6.25,new,2,1,G:anion-ratio-+0.79(Rb(MoS)3)
Ir0.94Se2-MP-mp-9888.cif,Ir0.94Se2,6.24,new,2,1,G:anion-ratio--0.54(Ir3Se8)
Zr1P1.35Se0.65-MP-mp-2076.cif,Zr1P1.35Se0.65,6.24,new,2,1,G:anion-ratio--1.72(ZrSe2)
Mo6Se6.5Te1.5-MP-mp-1217371.cif,Mo6Se6.5Te1.5,6.23,new,2,1,G:anion-ratio--0.67(Te3Mo2Se)
K0.28Mo1S2-MP-mp-8116.cif,K0.28Mo1S2,6.2,new,2,1,G:anion-ratio-+0.81(K(MoS)3)
Mo5.25Nb0.75Se8-MP-mp-1220663.cif,Mo5.25Nb0.75Se8,6.2,new,2,1,G:anion-ratio--0.67(Nb3MoSe8)
Au0.1Sb0.8Te0.1-MP-mp-1201.cif,Au0.1Sb0.8Te0.1,6.0,new,2,1,G:anion-ratio--1.39(Sb2Te3)
Fe1Se0.7S0.3-MP-mp-1225204.cif,Fe1Se0.7S0.3,5.94,new,2,1,G:anion-ratio--1.00(Fe3(Se2S)2)
Ge1V3H0.033-MP-mp-1181222.cif,Ge1V3H0.033,5.83,new,2,1,G:anion-ratio--3.99(GeH4)
Mo6Se7.7S0.3-MP-mp-1221485.cif,Mo6Se7.7S0.3,5.83,new,2,1,G:anion-ratio--0.67(Mo2SeS3)
K0.4Mo1S2-MP-mp-8116.cif,K0.4Mo1S2,5.8,new,2,1,G:anion-ratio-+0.68(K(MoS)3)
Zr1P1.5Se0.5-MP-mp-2076.cif,Zr1P1.5Se0.5,5.76,new,2,1,G:anion-ratio--1.80(ZrSe2)
Ti1Re1O1-MP-mp-1016092.cif,Ti1Re1O1,5.74,new,2,1,G:anion-ratio--3.00(Re2O7)
Re1Ti1O5-MP-mp-1016092.cif,Re1Ti1O5,5.71,new,2,1,G:anion-ratio--1.00(Re2O7)
B0.69Mg0.31-MP-mp-763-synth_doped.cif,B0.69Mg0.31,5.7,V45,2,1,D:duplicate-Tc-5.7..38.2K(n=2)
Mo6Se5Cl3-MP-mp-568726.cif,Mo6Se5Cl3,5.7,new,2,1,G:anion-ratio--12.67(Mo(SeCl6)2)
Nb0.84S0.16-MP-mp-10033.cif,Nb0.84S0.16,5.6,new,2,1,G:anion-ratio--1.81(NbS2)
La1Ni1Bi1O1-MP-mp-753102.cif,La1Ni1Bi1O1,5.5,new,2,1,G:anion-ratio--1.17(La2Bi4O9)
Pd0.5Bi2Te3-MP-mp-29011.cif,Pd0.5Bi2Te3,5.5,new,2,1,G:anion-ratio-+0.70(BiTePd)
Cu3Mo6S8-MP-mp-675745.cif,Cu3Mo6S8,5.5,new,2,1,G:anion-ratio--0.25(Cu(Mo3S4)2)
H0.3Li1Nb1O2-MP-mp-23856.cif,H0.3Li1Nb1O2,5.5,new,2,1,G:anion-ratio--0.85(LiHO)
H0.5Li1Nb1O2-MP-mp-23856.cif,H0.5Li1Nb1O2,5.5,new,2,1,G:anion-ratio--0.75(LiHO)
Ir0.287O0.14Ti0.578-MP-mp-1071163.cif,Ir0.287O0.14Ti0.578,5.5,new,2,1,G:anion-ratio--0.84(TiO)
Ir0.287O0.14Ti0.573-MP-mp-1071163.cif,Ir0.287O0.14Ti0.573,5.5,new,2,1,G:anion-ratio--0.84(TiO)
