id,formula,tc,origin,cluster,n,n_zero,n_pos,action
La1.86Sr0.14Cu0.985Zn0.015O4-MP-mp-1077929.cif,La1.86Sr0.14Cu0.985Zn0.015O4,0.0,new,Cu-La-O-Sr-Zn|La1.85Sr0.15Cu0.9975Zn0.0025O4,61,16,45,minority zero (16 zero vs 45 SC)
La1.82Sr0.18Cu0.985Zn0.015O4-MP-mp-1077929.cif,La1.82Sr0.18Cu0.985Zn0.015O4,0.0,new,Cu-La-O-Sr-Zn|La1.85Sr0.15Cu0.9975Zn0.0025O4,61,16,45,minority zero (16 zero vs 45 SC)
La1.84Sr0.16Cu0.995Zn0.005O4-MP-mp-1077929.cif,La1.84Sr0.16Cu0.995Zn0.005O4,0.0,new,Cu-La-O-Sr-Zn|La1.85Sr0.15Cu0.9975Zn0.0025O4,61,16,45,minority zero (16 zero vs 45 SC)
La1.86Sr0.14Cu0.994Zn0.006O4-MP-mp-1077929.cif,La1.86Sr0.14Cu0.994Zn0.006O4,0.0,new,Cu-La-O-Sr-Zn|La1.85Sr0.15Cu0.9975Zn0.0025O4,61,16,45,minority zero (16 zero vs 45 SC)
La1.84Sr0.16Cu0.9975Zn0.0025O4-MP-mp-1077929.cif,La1.84Sr0.16Cu0.9975Zn0.0025O4,0.0,new,Cu-La-O-Sr-Zn|La1.85Sr0.15Cu0.9975Zn0.0025O4,61,16,45,minority zero (16 zero vs 45 SC)
La1.86Sr0.14Cu0.9975Zn0.0025O4-MP-mp-1077929.cif,La1.86Sr0.14Cu0.9975Zn0.0025O4,0.0,new,Cu-La-O-Sr-Zn|La1.85Sr0.15Cu0.9975Zn0.0025O4,61,16,45,minority zero (16 zero vs 45 SC)
La1.87Sr0.13Cu0.98Zn0.02O4-MP-mp-1077929.cif,La1.87Sr0.13Cu0.98Zn0.02O4,0.0,new,Cu-La-O-Sr-Zn|La1.85Sr0.15Cu0.9975Zn0.0025O4,61,16,45,minority zero (16 zero vs 45 SC)
La1.885Sr0.115Cu0.98Zn0.02O4-MP-mp-1077929.cif,La1.885Sr0.115Cu0.98Zn0.02O4,0.0,new,Cu-La-O-Sr-Zn|La1.85Sr0.15Cu0.9975Zn0.0025O4,61,16,45,minority zero (16 zero vs 45 SC)
La1.875Sr0.125Cu0.99Zn0.01O4-MP-icsd-41494.cif,La1.875Sr0.125Cu0.99Zn0.01O4,0.0,new,Cu-La-O-Sr-Zn|La1.85Sr0.15Cu0.9975Zn0.0025O4,61,16,45,minority zero (16 zero vs 45 SC)
La1.67Sr0.33Cu1O4-MP-mp-1218244.cif,La1.67Sr0.33Cu1O4,37.0,new,Cu-La-O-Sr|La1.67Sr0.33Cu1O4,4,3,1,minority sc (3 zero vs 1 SC)
Cu1La1.795Sr0.205O4-MP-mp-1077929-synth_doped.cif,Cu1La1.795Sr0.205O4,0.0,V45,Cu-La-O-Sr|La1.98Sr0.02Cu1O4.09,78,18,60,minority zero (18 zero vs 60 SC)
Cu1La1.945Sr0.055O4-MP-mp-1077929-synth_doped.cif,Cu1La1.945Sr0.055O4,0.0,V45,Cu-La-O-Sr|La1.98Sr0.02Cu1O4.09,78,18,60,minority zero (18 zero vs 60 SC)
Cu1La1.955Sr0.045O4-MP-mp-1077929-synth_doped.cif,Cu1La1.955Sr0.045O4,0.0,V45,Cu-La-O-Sr|La1.98Sr0.02Cu1O4.09,78,18,60,minority zero (18 zero vs 60 SC)
Cu1La1.962Sr0.038O4-MP-mp-1077929-synth_doped.cif,Cu1La1.962Sr0.038O4,0.0,V45,Cu-La-O-Sr|La1.98Sr0.02Cu1O4.09,78,18,60,minority zero (18 zero vs 60 SC)
Cu1La1.964Sr0.036O4-MP-mp-1077929-synth_doped.cif,Cu1La1.964Sr0.036O4,0.0,V45,Cu-La-O-Sr|La1.98Sr0.02Cu1O4.09,78,18,60,minority zero (18 zero vs 60 SC)
Cu1La1.975Sr0.025O4-MP-mp-1077929-synth_doped.cif,Cu1La1.975Sr0.025O4,0.0,V45,Cu-La-O-Sr|La1.98Sr0.02Cu1O4.09,78,18,60,minority zero (18 zero vs 60 SC)
Cu1La1.983Sr0.017O4-MP-mp-1077929-synth_doped.cif,Cu1La1.983Sr0.017O4,0.0,V45,Cu-La-O-Sr|La1.98Sr0.02Cu1O4.09,78,18,60,minority zero (18 zero vs 60 SC)
Cu1La1.98Sr0.02O4-MP-mp-1077929-synth_doped.cif,Cu1La1.98Sr0.02O4,0.0,V45,Cu-La-O-Sr|La1.98Sr0.02Cu1O4.09,78,18,60,minority zero (18 zero vs 60 SC)
Cu1La1.99Sr0.01O4-MP-mp-1077929-synth_doped.cif,Cu1La1.99Sr0.01O4,0.0,V45,Cu-La-O-Sr|La1.98Sr0.02Cu1O4.09,78,18,60,minority zero (18 zero vs 60 SC)
La1.95Sr0.05Cu1O4.02-MP-mp-757399.cif,La1.95Sr0.05Cu1O4.02,0.0,new,Cu-La-O-Sr|La1.98Sr0.02Cu1O4.09,78,18,60,minority zero (18 zero vs 60 SC)
La1.73Sr0.27Cu1O3.99-MP-mp-1077929.cif,La1.73Sr0.27Cu1O3.99,0.0,new,Cu-La-O-Sr|La1.98Sr0.02Cu1O4.09,78,18,60,minority zero (18 zero vs 60 SC)
La1.79Sr0.21Cu1O3.99-MP-mp-1077929.cif,La1.79Sr0.21Cu1O3.99,0.0,new,Cu-La-O-Sr|La1.98Sr0.02Cu1O4.09,78,18,60,minority zero (18 zero vs 60 SC)
La1.75Sr0.25Cu1O3.99-MP-mp-1077929.cif,La1.75Sr0.25Cu1O3.99,0.0,new,Cu-La-O-Sr|La1.98Sr0.02Cu1O4.09,78,18,60,minority zero (18 zero vs 60 SC)
La1.95Sr0.05Cu1O3.98-MP-mp-1077929.cif,La1.95Sr0.05Cu1O3.98,0.0,new,Cu-La-O-Sr|La1.98Sr0.02Cu1O4.09,78,18,60,minority zero (18 zero vs 60 SC)
La1.96Sr0.04Cu1O4.002-MP-mp-757399.cif,La1.96Sr0.04Cu1O4.002,0.0,new,Cu-La-O-Sr|La1.98Sr0.02Cu1O4.09,78,18,60,minority zero (18 zero vs 60 SC)
La1.82Sr0.18Cu1O3.957-MP-mp-1077929.cif,La1.82Sr0.18Cu1O3.957,0.0,new,Cu-La-O-Sr|La1.98Sr0.02Cu1O4.09,78,18,60,minority zero (18 zero vs 60 SC)
La1.81Sr0.19Cu1O3.949-MP-mp-1077929.cif,La1.81Sr0.19Cu1O3.949,0.0,new,Cu-La-O-Sr|La1.98Sr0.02Cu1O4.09,78,18,60,minority zero (18 zero vs 60 SC)
La1.83Sr0.17CuO4-MP-icsd-41494.cif,La1.83Sr0.17CuO4,0.0,new,Cu-La-O-Sr|La1.98Sr0.02Cu1O4.09,78,18,60,minority zero (18 zero vs 60 SC)
La2Cu0.95Zn0.05O4.106-MP-mp-757399.cif,La2Cu0.95Zn0.05O4.106,0.0,new,Cu-La-O-Zn|La2Cu0.99Zn0.01O4.099,5,2,3,minority zero (2 zero vs 3 SC)
La2Cu0.96Zn0.04O4.105-MP-mp-757399.cif,La2Cu0.96Zn0.04O4.105,0.0,new,Cu-La-O-Zn|La2Cu0.99Zn0.01O4.099,5,2,3,minority zero (2 zero vs 3 SC)
Cu1La2O4-MP-mp-1077929.cif,Cu1La2O4,0.0,V45,Cu-La-O|Cu1La2O4.086,33,11,22,minority zero (11 zero vs 22 SC)
Cu1La2O4.003-MP-mp-1077929-synth_doped.cif,Cu1La2O4.003,0.0,V45,Cu-La-O|Cu1La2O4.086,33,11,22,minority zero (11 zero vs 22 SC)
Cu1La2O4.011-MP-mp-1077929-synth_doped.cif,Cu1La2O4.011,0.0,V45,Cu-La-O|Cu1La2O4.086,33,11,22,minority zero (11 zero vs 22 SC)
Cu1La2O4.015-MP-mp-1077929-synth_doped.cif,Cu1La2O4.015,0.0,V45,Cu-La-O|Cu1La2O4.086,33,11,22,minority zero (11 zero vs 22 SC)
Cu1La2O4.02-MP-mp-1077929-synth_doped.cif,Cu1La2O4.02,0.0,V45,Cu-La-O|Cu1La2O4.086,33,11,22,minority zero (11 zero vs 22 SC)
Cu1La2O4.052-MP-mp-1077929-synth_doped.cif,Cu1La2O4.052,0.0,V45,Cu-La-O|Cu1La2O4.086,33,11,22,minority zero (11 zero vs 22 SC)
Cu1La2O4.056-MP-mp-1077929-synth_doped.cif,Cu1La2O4.056,0.0,V45,Cu-La-O|Cu1La2O4.086,33,11,22,minority zero (11 zero vs 22 SC)
Cu1La2O4.1-MP-mp-1077929-synth_doped.cif,Cu1La2O4.1,0.0,V45,Cu-La-O|Cu1La2O4.086,33,11,22,minority zero (11 zero vs 22 SC)
Cu1La2O4.18-MP-mp-1077929-synth_doped.cif,Cu1La2O4.18,0.0,V45,Cu-La-O|Cu1La2O4.086,33,11,22,minority zero (11 zero vs 22 SC)
Cu1La2O4.2-MP-mp-1077929-synth_doped.cif,Cu1La2O4.2,0.0,V45,Cu-La-O|Cu1La2O4.086,33,11,22,minority zero (11 zero vs 22 SC)
La2Cu1O3.97-MP-mp-1077929.cif,La2Cu1O3.97,0.0,new,Cu-La-O|Cu1La2O4.086,33,11,22,minority zero (11 zero vs 22 SC)
Cu0.03Ru0.97Sr2Y1O6-MP-mp-14430-synth_doped.cif,Cu0.03Ru0.97Sr2Y1O6,0.0,V45,Cu-O-Ru-Sr-Y|Cu0.05Ru0.95Sr2Y1O6,3,1,2,minority zero (1 zero vs 2 SC)
Y1Sr2Cu2.7Ti0.3O7.098-MP-mp-1046189.cif,Y1Sr2Cu2.7Ti0.3O7.098,0.0,new,Cu-O-Sr-Ti-Y|Y1Sr2Cu2.675Ti0.325O7.1,6,2,4,minority zero (2 zero vs 4 SC)
Y1Sr2Cu2.7Ti0.3O7.123-MP-mp-1046189.cif,Y1Sr2Cu2.7Ti0.3O7.123,0.0,new,Cu-O-Sr-Ti-Y|Y1Sr2Cu2.675Ti0.325O7.1,6,2,4,minority zero (2 zero vs 4 SC)
