id,tc_38,std_38,tc_49,std_49,tc_51,std_51,tc_mean,tc_min,tc_max,formula,e_above_hull,band_gap,is_metal,theoretical,nsites,spacegroup,crystal_system,is_magnetic,magnetization,density,known_parent,chem,supercon_tc_exact,supercon_tc_family,supercon
mp-561087,1.417,0.572,0.632,0.776,1.001,0.905,1.0166666666666666,0.632,1.417,LiFe(MoO4)2,0.016076884687501014,2.4998,False,False,24.0,P-1,Triclinic,True,9.9997139,3.779961936664429,False,other,,,none
mp-1205432,0.829,0.088,0.922,0.713,1.299,0.964,1.0166666666666666,0.829,1.299,Tb2Co7,0.006579357020202181,0.0,True,False,18.0,R-3m,Trigonal,True,17.3509029,9.451867910833029,False,other,,,none
mp-1041702,1.955,0.654,0.184,0.311,0.91,0.127,1.0163333333333335,0.184,1.955,Mo3(AsO4)4,0.11052224749999962,1.9565,False,True,46.0,P2_1/c,Monoclinic,True,3.9987292,4.12438671810875,False,other,,,none
mp-801028,0.789,0.119,0.694,0.688,1.566,0.598,1.0163333333333335,0.694,1.566,Ba4Sb2O9,0.0,3.5922999999999994,False,True,30.0,P6_3/mmc,Hexagonal,False,0.0,5.8091980568179125,False,other,,,none
mp-771645,0.186,0.163,1.301,0.506,1.562,0.153,1.0163333333333333,0.186,1.562,Sr2CaI6,0.02701317888888921,3.8432,False,True,36.0,Pbcn,Orthorhombic,False,0.0081863,3.884349376509909,False,other,,,none
mp-754498,0.128,0.206,0.536,0.381,2.385,1.038,1.0163333333333333,0.128,2.385,Fe2O3F,0.10525583134259175,0.0,True,True,24.0,Cmce,Orthorhombic,True,36.0003194,4.484167247899695,False,other,,,none
mp-1184714,1.365,0.468,0.456,0.656,1.228,1.316,1.0163333333333333,0.456,1.365,HoAs3,0.2805949400000003,0.0,True,True,8.0,P6_3/mmc,Hexagonal,False,0.0007351,7.62228892208195,False,other,,,none
mp-24090,0.726,0.609,0.847,0.8,1.476,0.995,1.0163333333333333,0.726,1.476,BaH4(IO)2,0.08563997472222162,3.6583000000000006,False,False,18.0,C2/c,Monoclinic,False,0.0002453,4.056408904360927,False,hydride,,,none
mp-21386,0.917,0.375,0.805,0.293,1.327,0.595,1.0163333333333333,0.805,1.327,Eu(PIr)2,0.0,0.33389999999999986,False,False,15.0,P3_221,Trigonal,False,21.0000002,10.848177750767928,False,other,,,none
mp-865935,0.546,0.323,2.193,2.216,0.31,0.32,1.0163333333333333,0.31,2.193,Li2MgSn,0.03690549249999897,0.0,True,True,4.0,Fm-3m,Cubic,False,1.16e-05,3.5994333159655856,False,other,,,none
mp-1209912,1.436,0.987,0.532,0.576,1.081,0.442,1.0163333333333333,0.532,1.436,Pd3Se2S,0.0,0.5827,False,True,48.0,P4_2/mbc,Tetragonal,False,0.0,7.3579643443752545,False,other,,,none
mp-541353,0.89,0.989,1.789,0.471,0.37,0.131,1.0163333333333333,0.37,1.789,K2(TcS2)3,0.0,1.032,False,False,44.0,C2/c,Monoclinic,False,0.0,3.905971050698836,False,other,,,none
mp-554206,1.044,0.224,1.067,0.944,0.937,0.277,1.016,0.937,1.067,Cs2Al2As2O7,0.0,3.6621999999999995,False,False,13.0,Imm2,Orthorhombic,False,0.0020712,3.7781605550545287,False,other,,,none
mp-556714,0.191,0.168,1.935,0.985,0.922,0.859,1.016,0.191,1.935,BaCu6(GeS4)2,0.010002475281856604,0.7608999999999995,False,False,68.0,Pbcm,Orthorhombic,False,0.0023508,4.677831412998552,False,other,,,none
mp-554918,1.223,0.213,1.276,0.277,0.549,0.41,1.016,0.549,1.276,BaY6Si3B6(O12F)2,0.008291939880953336,5.2315000000000005,False,False,42.0,P3m1,Trigonal,False,0.0001658,4.348333233739789,False,other,,,none
mp-8999,2.305,0.472,0.089,0.138,0.654,0.117,1.016,0.089,2.305,NbNiTe5,0.0,0.0,True,False,14.0,Cmcm,Orthorhombic,False,1e-07,6.751759197033185,False,other,,,none
mp-28800,0.601,0.521,1.65,0.604,0.797,0.271,1.016,0.601,1.65,K2Bi8Se13,0.0,0.8306999999999998,False,False,23.0,C2/m,Monoclinic,False,0.0,6.539594700691937,False,other,,,none
mp-1026643,1.822,0.627,0.155,0.255,1.071,0.274,1.016,0.155,1.822,HfMg14Sn,0.08929121325000144,0.0,True,True,16.0,P-6m2,Hexagonal,False,0.0173124,2.905602217349708,False,other,,,none
mp-1183547,1.428,0.108,1.019,0.906,0.601,0.719,1.016,0.601,1.428,CaSbPd2,0.06034308810185074,0.0,True,True,4.0,Fm-3m,Cubic,False,0.0012418,7.9366259666242644,False,other,,,none
mp-1347,1.543,1.311,0.378,0.294,1.127,0.271,1.016,0.378,1.543,Th3P4,0.0,0.2616999999999994,False,False,14.0,I-43d,Cubic,False,0.0,8.350092919717872,False,other,,,none
mp-1026549,1.573,0.41,0.611,0.051,0.863,0.822,1.0156666666666667,0.611,1.573,BaMg14Sb,0.20994626477678535,0.0,True,True,16.0,P-6m2,Hexagonal,False,0.0026383,2.4712436522110175,False,other,,,none
mp-554921,0.728,1.148,2.123,1.192,0.196,0.335,1.0156666666666667,0.196,2.123,Hg(BiS2)2,0.0,1.1861000000000002,False,False,14.0,C2/m,Monoclinic,False,0.0,6.768877840935506,False,other,,,none
mp-4822,0.594,0.251,1.3,0.356,1.153,0.244,1.0156666666666667,0.594,1.3,Y(SiPd)2,0.0,0.0,True,False,5.0,I4/mmm,Tetragonal,False,0.0,6.994409294021881,True,other,0.785,0.785,exact
mp-18468,1.631,0.583,0.656,0.093,0.76,0.722,1.0156666666666665,0.656,1.631,Mn5SiC,0.03482430468944031,0.0,True,True,28.0,Cmcm,Orthorhombic,True,19.4235838,7.100412193363163,False,other,,,none
mp-22924,2.125,0.416,0.279,0.16,0.643,0.267,1.0156666666666665,0.279,2.125,NaBi,0.0,0.0,True,False,2.0,P4/mmm,Tetragonal,False,3e-07,6.82529377706646,True,other,2.25,2.25,exact
mp-559481,0.827,0.195,1.308,0.293,0.912,0.238,1.0156666666666665,0.827,1.308,BaVClO3,0.0939428586111104,2.3925,False,False,24.0,Pnma,Orthorhombic,False,3.28e-05,4.19804352195491,False,other,,,none
mp-1215477,1.036,1.073,0.369,0.276,1.642,1.001,1.0156666666666665,0.369,1.642,Zr2Al3Ni,0.010162700833330263,0.0,True,True,6.0,R-3m,Trigonal,False,4.01e-05,5.390075602275139,False,other,,0.69,family
mp-771041,1.326,1.031,0.694,0.36,1.027,0.527,1.0156666666666665,0.694,1.326,Na3CoSiCO7,0.056060380596150594,1.2908,False,True,26.0,P2_1/m,Monoclinic,True,3.9999231,3.052036005916297,False,other,,,none
mp-1874,1.226,0.949,1.259,0.18,0.562,0.391,1.0156666666666665,0.562,1.259,NbS2,0.018739209999999673,0.0,True,False,3.0,P-6m2,Hexagonal,False,0.8594924,1.7877358886959767,False,other,5.821818182,5.821818182,exact
mp-778314,1.35,0.471,0.872,0.151,0.825,1.166,1.0156666666666665,0.825,1.35,LiVF4,0.09643467875000056,0.0,True,True,48.0,Pmmn,Orthorhombic,True,16.0000006,2.5888742619839857,False,other,,,none
mp-8432,0.476,0.425,1.18,1.02,1.391,0.894,1.0156666666666665,0.476,1.391,CaCuP,0.0,0.0,True,False,6.0,P6_3/mmc,Hexagonal,False,0.0,4.058283800008168,False,other,,,none
mp-1102443,0.582,0.476,0.554,0.576,1.91,0.396,1.0153333333333334,0.554,1.91,CoSbS,0.028960031486255033,0.5517999999999983,False,False,12.0,P2_13,Cubic,False,0.0,7.204903569611971,False,other,,,none
mp-20588,1.166,1.047,0.991,0.806,0.889,0.817,1.0153333333333334,0.889,1.166,ZrCuSiP,0.0,0.0,True,False,8.0,P4/nmm,Tetragonal,False,2e-07,5.772806963016157,False,other,,,none
mp-1206717,0.949,0.19,1.109,0.574,0.988,0.33,1.0153333333333332,0.949,1.109,LaBiPd,0.0,0.1216999999999997,False,True,3.0,F-43m,Cubic,False,0.0,9.084769045348333,False,other,,2.865,family
mp-8447,0.416,0.201,0.573,0.638,2.057,2.009,1.0153333333333332,0.416,2.057,K5Ti3F14,0.0,0.0,True,False,44.0,P4/mnc,Tetragonal,False,6.0000002,2.915140331899689,False,other,,,none
mp-1220315,1.068,0.8,1.609,0.375,0.368,0.433,1.015,0.368,1.609,NbVH4,0.01204015833333294,0.0,True,True,6.0,P4/mmm,Tetragonal,True,0.5069829,5.726699280878379,False,hydride,,,none
mp-1215403,0.642,0.55,1.287,1.053,1.116,0.655,1.015,0.642,1.287,ZnHgTe2,0.01061103499999927,0.0,True,True,4.0,P-4m2,Tetragonal,False,0.0,6.77981043589615,False,other,,,none
mp-974372,0.666,0.217,1.119,0.577,1.26,0.809,1.015,0.666,1.26,Rh3Se,0.34583955458333193,0.0,True,True,8.0,P6_3/mmc,Hexagonal,False,0.0034569,10.65500630826032,False,other,,6.0,family
mp-1207806,1.245,1.124,0.743,0.423,1.057,0.923,1.015,0.743,1.245,Y4Al,0.6506379018333348,0.0,True,True,10.0,Fd-3m,Cubic,False,0.3106884,3.628656661086203,False,other,,0.0,family
mp-1179976,0.66,0.123,1.734,2.366,0.651,0.529,1.015,0.651,1.734,Nd2Al3Ge4,0.019125410694446288,0.0,True,False,18.0,Cmce,Orthorhombic,False,0.0006439,5.943105995768712,False,other,,,none
mp-24087,1.222,0.842,1.485,0.781,0.338,0.339,1.015,0.338,1.485,H4INO4,0.3291486547099982,2.4417999999999997,False,False,20.0,I4_1/a,Tetragonal,False,0.0014908,2.8767605561527847,False,hydride,,,none
mp-1216141,0.164,0.272,2.058,0.235,0.823,0.81,1.015,0.164,2.058,Y4GeO10,0.1915763772500032,0.0,True,True,15.0,P1,Triclinic,True,4.0004555,4.401037274627308,False,other,,,none
mp-1094768,2.299,1.053,0.374,0.322,0.372,0.369,1.015,0.372,2.299,MgZr3,0.01926654624999813,0.0,True,True,4.0,Pm-3m,Cubic,False,1e-07,5.500624669581943,False,other,,,none
mp-1103658,0.417,0.604,1.63,0.261,0.998,1.318,1.015,0.417,1.63,LaS2,0.0022752012499971386,0.6101999999999999,False,False,12.0,P2_1/c,Monoclinic,False,0.0,4.822858136603007,False,other,,6.725714286,family
mp-1185283,1.639,0.181,0.884,0.742,0.522,0.421,1.015,0.522,1.639,Li3Tm,0.21345819958333223,0.0,True,True,8.0,P6_3/mmc,Hexagonal,False,0.0320364,3.461177807593976,False,other,,,none
mp-1181434,1.08,0.863,0.839,1.04,1.126,0.499,1.015,0.839,1.126,Er3Co11B4,0.0089793031144767,0.0,True,False,18.0,P6/mmm,Hexagonal,True,6.4625128,9.40262823202389,False,other,,0.0,family
mp-1281,0.875,0.731,1.44,0.656,0.73,0.272,1.015,0.73,1.44,VIr,0.028082830000002446,0.0,True,False,4.0,P4/mmm,Tetragonal,False,3e-07,14.729477222545029,False,other,0.0,1.71,exact
mp-1044229,0.192,0.327,0.538,0.442,2.315,1.426,1.015,0.192,2.315,Zn(WO2)4,0.4077403875000023,0.0,True,True,13.0,R-3m,Trigonal,True,9.9999301,8.564117529403012,False,other,,,none
mp-1111416,1.158,0.363,0.867,0.272,1.02,0.836,1.015,0.867,1.158,K2ScTlF6,0.05402158591666506,4.6328000000000005,False,True,10.0,Fm-3m,Cubic,False,5.41e-05,3.590951702726311,False,other,,,none
mp-1110736,0.879,0.439,1.065,0.445,1.101,1.009,1.015,0.879,1.101,Rb3AlBr6,0.08790375100000114,3.3543330623451633,False,True,10.0,Fm-3m,Cubic,False,0.0019767,3.3025895852372673,False,other,,,none
mp-1404875,1.43,0.452,0.496,0.31,1.119,1.175,1.015,0.496,1.43,Ti2ZnO5,0.1735353625000009,3.1638033257140017,False,True,16.0,Pmmn,Orthorhombic,False,0.0040437,4.038717049381706,False,other,,,none
mp-1009113,1.736,0.718,0.929,0.495,0.379,0.334,1.0146666666666666,0.379,1.736,HoHg2,0.3280227575000012,0.0,True,False,3.0,P-3m1,Trigonal,False,7.29e-05,11.282883215544512,False,other,,,none
mp-1214129,0.957,1.6,0.814,0.862,1.273,0.398,1.0146666666666666,0.814,1.273,Ca4Ni,0.2740815175,0.0,True,True,10.0,Fd-3m,Cubic,False,0.005693,1.9814028683451823,False,other,,,none
mp-862715,1.56,0.622,0.91,0.636,0.574,1.026,1.0146666666666666,0.574,1.56,Al2PdRu,0.0,0.0,True,True,4.0,Fm-3m,Cubic,False,1.5e-06,8.023084524437548,False,other,,,none
mp-1025495,1.322,0.483,0.778,0.474,0.944,0.291,1.0146666666666666,0.778,1.322,NdSi2Rh,0.010715297812503799,0.0,True,False,8.0,Cmcm,Orthorhombic,False,1.06e-05,6.680539828683968,False,other,,0.0,family
mp-12996,1.785,0.274,0.355,0.461,0.904,0.695,1.0146666666666666,0.355,1.785,LaMg2Pd,0.0,0.0,True,False,8.0,Cmcm,Orthorhombic,False,1e-07,5.145136120435316,False,other,,,none
mp-865913,1.677,0.653,0.951,0.52,0.416,0.596,1.0146666666666666,0.416,1.677,Li2AcSn,0.0,0.0,True,True,4.0,Fm-3m,Cubic,False,1.34e-05,6.3405827852627805,False,other,,,none
mp-561682,1.398,1.542,0.411,0.251,1.235,0.84,1.0146666666666666,0.411,1.398,Cs(MoS)3,0.0,0.0,True,False,14.0,P6_3/m,Hexagonal,False,0.0,5.038505013965165,False,other,,6.55,family
mp-16638,1.263,0.364,1.182,0.426,0.599,0.32,1.0146666666666666,0.599,1.263,Nd2MgCu2,0.0,0.0,True,False,10.0,P4/mbm,Tetragonal,False,0.0001009,6.290892471786111,False,other,,,none
mp-1044153,0.742,0.208,0.829,0.376,1.473,0.265,1.0146666666666666,0.742,1.473,Zn(MoO2)4,0.22597839250000007,0.0,True,True,13.0,R-3m,Trigonal,True,10.0000048,5.385759176082041,False,other,,,none
mp-18958,1.089,0.749,0.362,0.569,1.593,0.585,1.0146666666666666,0.362,1.593,UMoO6,0.0007811070312495616,2.1781,False,False,32.0,P2_1/c,Monoclinic,False,0.0,5.525122371415204,False,other,,,none
mp-867748,2.366,2.886,0.415,0.367,0.263,0.096,1.0146666666666666,0.263,2.366,ScSnRu2,0.0,0.0,True,True,4.0,Fm-3m,Cubic,False,2.53e-05,9.30415398344021,False,other,,,none
mp-560127,1.08,0.988,0.322,0.216,1.642,1.785,1.0146666666666666,0.322,1.642,K2MnF6,0.0,3.3143000000000002,False,False,18.0,P6_3mc,Hexagonal,False,5.999999,3.211971813096408,False,other,,,none
mp-1228921,0.961,0.428,0.947,0.119,1.136,0.333,1.0146666666666666,0.947,1.136,Al3Ni2Pt,0.046795699583331185,0.0,True,True,6.0,P4/mmm,Tetragonal,False,0.000908,8.371878332056257,False,other,,,none
mp-7670,0.383,0.301,2.012,0.629,0.649,0.69,1.0146666666666666,0.383,2.012,K2Se3,0.0,0.644,False,False,10.0,Cmc2_1,Orthorhombic,False,0.0,3.3723452133712954,False,other,,,none
mp-1212008,0.946,1.152,1.621,2.751,0.477,0.375,1.0146666666666666,0.477,1.621,K2Hg3Se4,0.0,1.5852,False,True,36.0,Pbcn,Orthorhombic,False,0.0,6.114501741879956,False,other,,,none
mp-555293,1.227,0.95,1.257,0.18,0.56,0.391,1.0146666666666666,0.56,1.257,NbS2,0.01885232000000059,0.0,True,False,3.0,Fmm2,Orthorhombic,False,0.8594634,1.2017145158074256,False,other,5.821818182,5.821818182,exact
mp-730208,1.079,0.136,1.079,0.496,0.886,0.381,1.0146666666666666,0.886,1.079,Rb2Pd,0.10148810500000005,0.7761,False,True,3.0,R-3m,Trigonal,False,6e-06,3.2765058510794103,False,other,,,none
mp-9220,0.775,0.347,2.146,1.329,0.122,0.13,1.0143333333333333,0.122,2.146,SmNi2B2C,0.0,0.0,True,False,6.0,I4/mmm,Tetragonal,False,0.0087672,7.46045060197914,False,other,,,none
mp-567485,1.139,0.495,1.188,0.656,0.716,0.339,1.0143333333333333,0.716,1.188,CaGaAu3,0.0,0.0,True,False,40.0,Pa-3,Cubic,False,1e-07,11.978818892270805,False,other,,,none
mp-560259,2.021,0.225,0.656,0.312,0.366,0.281,1.0143333333333333,0.366,2.021,NaVCdO4,0.04849097928571933,2.6721000000000004,False,False,14.0,Cmcm,Orthorhombic,False,1.62e-05,4.088994929563597,False,other,,,none
mp-770815,0.93,1.039,1.075,0.675,1.038,0.338,1.0143333333333333,0.93,1.075,Cs3YO3,0.0,2.9032999999999998,False,True,28.0,P2_1/c,Monoclinic,False,0.0,4.730883455478476,False,other,,,none
mp-19381,1.984,0.443,0.465,0.435,0.594,0.505,1.0143333333333333,0.465,1.984,DyCrO3,0.0,2.5405999999999995,False,False,20.0,Pnma,Orthorhombic,False,12.0000008,7.978148631541448,False,other,,,none
mp-543040,1.582,0.267,0.781,0.352,0.68,0.27,1.0143333333333333,0.68,1.582,Ga2Te3(HO2)6,0.030518476521737448,3.7626999999999997,False,True,46.0,R3c,Trigonal,False,0.0014169,4.498488353486123,False,other,,,none
mp-541600,0.47,0.208,0.75,0.419,1.823,1.268,1.0143333333333333,0.47,1.823,RbLaTa2O7,0.021469097727276676,2.2893,False,False,11.0,P4/mmm,Tetragonal,False,7.5e-05,6.701846490913452,False,other,,,none
mp-542909,0.462,0.55,0.969,0.542,1.612,1.434,1.0143333333333333,0.462,1.612,Mn,0.03989056101724309,0.0,True,False,20.0,P4_132,Cubic,False,14.5826511,6.051266333404382,False,other,,,none
mp-22256,1.8,1.046,1.081,1.185,0.162,0.131,1.0143333333333333,0.162,1.8,NdMnSi,0.005205855689652594,0.0,True,False,6.0,P4/nmm,Tetragonal,True,3.9361609,6.339919780832584,False,other,,,none
mp-1186073,0.161,0.19,1.739,1.499,1.143,1.485,1.0143333333333333,0.161,1.739,Na3Ni,0.416753907586207,0.0,True,True,4.0,Fm-3m,Cubic,False,0.0169051,2.1930562830400535,False,other,,,none
mp-772676,0.602,0.58,1.378,0.779,1.062,0.924,1.014,0.602,1.378,Sr2WO5,0.010750292499997371,3.1835,False,False,32.0,Pnma,Orthorhombic,False,0.0,6.6263700844779825,False,other,,3.0,family
mp-864902,2.052,0.82,0.709,0.371,0.281,0.116,1.014,0.281,2.052,MgTlRh2,0.0,0.0,True,True,4.0,Fm-3m,Cubic,False,3.48e-05,11.15054576083996,False,other,,,none
mp-1049288,0.496,0.641,0.332,0.439,2.214,1.603,1.014,0.332,2.214,CaHo(SbO3)2,0.21782152744374805,0.0,True,True,20.0,Pmn2_1,Orthorhombic,False,0.000964,6.4051176132448635,False,other,,,none
mp-641,1.608,0.31,1.119,1.205,0.315,0.278,1.014,0.315,1.608,As2S3,6.126899999969737e-05,2.0967,False,False,20.0,P2_1/c,Monoclinic,False,0.0,3.1952489428888917,False,other,,,none
mp-607848,0.863,0.595,1.017,0.174,1.162,0.131,1.014,0.863,1.162,La(In2Ni)3,0.015141099499996535,0.0,True,False,20.0,Pmmn,Orthorhombic,False,0.0005245,8.23220600593449,False,other,,,none
mp-1841,0.058,0.087,1.394,0.327,1.59,0.909,1.014,0.058,1.59,SiIr3,0.0,0.0,True,False,8.0,I4/mcm,Tetragonal,False,0.0,18.208518289841287,False,other,,0.0,family
mp-1193542,2.255,0.482,0.529,0.467,0.258,0.093,1.014,0.258,2.255,LiMnVF6,0.004878379351853646,2.355404861794246,False,False,27.0,P321,Trigonal,False,21.0000001,3.7807535049409218,False,other,,,none
mp-1105400,1.279,0.129,0.71,0.307,1.053,0.177,1.014,0.71,1.279,Nd3Bi4Au3,0.0,0.34220000000000006,False,False,20.0,I-43d,Cubic,False,0.0,11.375576045109936,False,other,,,none
mp-11646,1.59,0.103,1.279,1.235,0.173,0.29,1.014,0.173,1.59,Cd(C2N3)2,0.1389827393181804,4.5441,False,False,22.0,Pnnm,Orthorhombic,False,0.0015001,2.0464052155880834,False,other,,,none
mp-1099873,0.725,0.672,0.628,0.714,1.689,1.446,1.014,0.628,1.689,CaCuO3,0.16260242275000092,0.0,True,True,5.0,Pm-3m,Cubic,False,0.069038,4.575252261710113,False,cuprate-like,,8.0,family
mp-1222704,2.13,0.353,0.238,0.184,0.674,0.569,1.014,0.238,2.13,LaZnAgP2,0.00839180547916385,0.5088999999999997,False,True,5.0,P3m1,Trigonal,False,7.99e-05,5.841876069297872,False,other,,,none
mp-9195,0.337,0.602,1.771,1.043,0.934,0.713,1.014,0.337,1.771,BaCuSeF,0.11225348906249977,1.4273000000000002,False,False,8.0,P4/nmm,Tetragonal,False,0.0,5.904545705805606,False,other,,,none
mp-620571,1.288,0.261,1.201,0.271,0.553,0.111,1.014,0.553,1.288,CaInPd,0.0,0.0,True,False,12.0,Pnma,Orthorhombic,False,0.0,6.3716986913526386,False,other,,,none
mp-1095911,0.476,0.549,1.699,0.547,0.866,0.631,1.0136666666666667,0.476,1.699,YScIn2,2.4445999,0.0,True,True,4.0,Immm,Orthorhombic,True,0.9995762,0.4855211166431379,False,other,,,none
mp-753397,1.346,0.791,0.607,0.418,1.088,1.128,1.0136666666666667,0.607,1.346,Ga2CuO4,0.07574984071428581,0.0,True,True,14.0,Fd-3m,Cubic,True,1.9981985,5.931922363004973,False,cuprate-like,,,none
mp-1120807,0.571,0.528,1.501,0.846,0.969,0.668,1.0136666666666667,0.571,1.501,Ti2Zn2SnO7,0.07779444125000179,2.8602999999999996,False,True,24.0,Cmc2_1,Orthorhombic,False,0.0004343,4.072057622590757,False,other,,,none
mp-1211578,1.089,0.84,1.274,0.297,0.678,0.82,1.0136666666666667,0.678,1.274,LaIn2Cl5,0.0,2.8363,False,True,32.0,Pnma,Orthorhombic,False,0.0,3.8943217043040237,False,other,,,none
mp-18335,0.42,0.363,2.233,0.757,0.388,0.402,1.0136666666666667,0.388,2.233,Ba2Ge2Se5,0.0,1.2918,False,False,36.0,Pnma,Orthorhombic,False,0.0,4.91047833753939,False,other,,,none
mp-1105652,1.197,0.843,1.466,0.959,0.378,0.395,1.0136666666666667,0.378,1.466,Yb(CoP3)4,0.08383705678481235,0.0,True,False,17.0,Im-3,Cubic,True,0.9343439,5.5512777363885375,False,other,,,none
mp-976313,1.725,0.536,1.157,0.459,0.159,0.262,1.0136666666666667,0.159,1.725,K3V(SO5)2,0.0,3.4516,False,False,32.0,P2_1,Monoclinic,False,0.0007736,2.3527817510883033,False,other,,,none
mp-989635,1.173,0.788,0.88,0.883,0.988,0.367,1.0136666666666667,0.88,1.173,CaMoN3,0.0,0.8725999999999994,False,True,10.0,C2/m,Monoclinic,False,0.0,4.220453195637238,False,other,,,none
mp-1104224,0.783,1.792,0.876,0.97,1.382,1.112,1.0136666666666667,0.783,1.382,K2PdO4,0.14181917767856866,0.0,True,False,14.0,P2_1/c,Monoclinic,True,7.9825551,3.1872862147674135,False,other,,,none
mp-1104770,0.88,0.353,0.993,0.982,1.168,0.396,1.0136666666666667,0.88,1.168,Ho3Ga8Rh3,0.017018090669640884,0.0,True,False,14.0,Immm,Orthorhombic,False,0.0004144,8.881160823195467,False,other,,,none
mp-641018,1.19,0.296,0.979,0.322,0.872,0.577,1.0136666666666667,0.872,1.19,CsK5Zn4Sn5S17,0.0,1.6454775436733664,False,False,32.0,I-4m2,Tetragonal,False,0.0014036,3.0220046472121513,False,other,,,none
mp-1291802,2.447,0.362,0.594,0.171,0.0,0.0,1.0136666666666667,0.0,2.447,Zn2FeWO6,0.08135449350000012,2.2608127912453817,False,True,20.0,P2_1/c,Monoclinic,True,4.47e-05,6.947445208924978,False,other,,,none
mp-1520756,1.612,0.343,0.274,0.342,1.155,0.299,1.0136666666666667,0.274,1.612,Sr2NbSbO6,0.18059080779998915,0.8047000000000004,False,True,10.0,Fm-3m,Cubic,False,0.0,5.276384208894797,False,other,,,none
mp-689468,1.549,1.961,0.21,0.156,1.281,0.366,1.0133333333333334,0.21,1.549,KMnO4,0.03138824537879081,2.0563,False,False,24.0,Pnma,Orthorhombic,False,0.0,2.518892515185365,False,other,,,none
mp-10208,1.99,1.391,0.582,0.187,0.468,0.142,1.0133333333333334,0.468,1.99,NiMoP2,0.0,0.0,True,False,8.0,P6_3/mmc,Hexagonal,False,0.0,6.728343225318836,True,other,0.0,15.5,exact
mp-1187765,2.402,0.756,0.293,0.317,0.345,0.676,1.0133333333333334,0.293,2.402,Y2AlRu,0.0921340957142851,0.0,True,True,4.0,Fm-3m,Cubic,False,0.0082566,5.85538973135753,False,other,,,none
mp-1226178,1.042,0.854,0.713,0.731,1.285,0.68,1.0133333333333334,0.713,1.285,Cr12BP3,0.029548767734375758,0.0,True,True,16.0,P1,Triclinic,False,0.0033177,6.708018470770407,False,other,,,none
mp-18856,0.988,0.47,0.278,0.222,1.774,1.172,1.0133333333333334,0.278,1.774,MoO3,6.992062500010832e-05,1.3714,False,False,32.0,P2_1/c,Monoclinic,False,0.0,4.4829830589870525,False,other,,7.2,family
mp-1211950,0.344,0.529,0.723,0.389,1.973,1.512,1.0133333333333334,0.344,1.973,K2CrF6,0.001807286666667629,0.0,True,True,9.0,Fm-3m,Cubic,True,2.0000001,3.034050007147607,False,other,,,none
mp-1221703,1.66,0.931,1.38,1.228,0.0,0.0,1.0133333333333334,0.0,1.66,MnCd2S3,0.001330935277778167,0.0,True,True,12.0,Cm,Monoclinic,True,10.0032314,4.20216806146407,False,other,,,none
mp-1186370,0.489,0.171,0.981,0.708,1.57,0.834,1.0133333333333334,0.489,1.57,Ni3Se,0.27393672124999924,0.0,True,True,8.0,P6_3/mmc,Hexagonal,True,0.7973038,8.806001030448833,False,other,,,none
mp-1101836,0.718,0.87,2.112,0.434,0.21,0.143,1.0133333333333334,0.21,2.112,GdH2ClO2,0.040264623055557,3.0368,False,False,12.0,P2_1/m,Monoclinic,True,13.9844894,5.061976116426355,False,other,,,none
mp-568064,1.192,0.438,0.88,0.543,0.968,0.584,1.0133333333333334,0.88,1.192,Dy2Sn5,0.01735043514285728,0.0,True,False,14.0,Pmmn,Orthorhombic,False,0.0,8.29213356589102,False,other,,,none
mp-561403,1.205,0.425,0.607,0.4,1.228,0.462,1.0133333333333334,0.607,1.228,Ba3V4PbO14,0.0,3.0209,False,False,44.0,P-1,Triclinic,False,0.0013374,4.654589326200131,False,other,,,none
mp-29990,1.309,0.246,0.996,0.83,0.735,0.152,1.0133333333333332,0.735,1.309,La3B2N5,0.0,1.1710000000000012,False,False,80.0,P2_1/c,Monoclinic,False,0.0,6.169396217868663,False,other,,,none
mp-583740,1.246,0.776,0.833,0.393,0.961,0.625,1.0133333333333332,0.833,1.246,Zr7P4,0.0,0.0,True,False,22.0,C2/m,Monoclinic,False,2e-07,6.155984330548496,False,other,,4.6,family
mp-862615,1.103,0.722,1.061,0.279,0.876,0.299,1.0133333333333332,0.876,1.103,Er2NiRu,0.0,0.0,True,True,4.0,Fm-3m,Cubic,False,0.3360545,11.046707240625363,False,other,,,none
mp-1023593,1.599,0.335,0.199,0.342,1.241,1.274,1.0130000000000001,0.199,1.599,Mg15Sn,0.040260417187500064,0.0,True,True,16.0,P-6m2,Hexagonal,False,1.9e-06,2.2332410606165336,False,other,,0.0,family
mp-1087486,1.078,0.685,1.572,0.839,0.389,0.188,1.0130000000000001,0.389,1.572,PbS,0.08189728749999947,1.2237999999999998,False,True,8.0,P2_1/m,Monoclinic,False,0.0005652,6.288228065911582,False,other,0.0,0.0,exact
mp-981247,1.056,0.739,0.934,0.861,1.049,0.593,1.0130000000000001,0.934,1.056,Zn7Sb8Ru9,0.0,0.0,True,False,24.0,Fm-3m,Cubic,False,0.0007982,8.973900156023742,False,other,,,none
mp-6926,1.43,0.213,0.669,0.394,0.94,0.498,1.0130000000000001,0.669,1.43,Ca(PPd)2,0.0,0.0,True,False,5.0,I4/mmm,Tetragonal,False,0.0,6.261965289614009,False,other,,,none
mp-640079,1.166,0.691,1.396,0.169,0.477,0.216,1.013,0.477,1.396,Mn3Au,0.34233507337643587,0.0,True,False,12.0,P4/mmm,Tetragonal,True,31.8605974,9.94292710695925,False,other,,,none
